"Arn","AttachmentCount","CreateDate","DefaultVersionId","Description","IsAttachable","Path","PermissionsBoundaryUsageCount","PolicyId","PolicyName","UpdateDate"
"arn:aws:iam::aws:policy/AWSElasticBeanstalkWorkerTier","0","2/8/16 5:12:02 PM","v5",,"True","/","0","ANPAJQDLBRSJVKVF4JMSK","AWSElasticBeanstalkWorkerTier","2/28/19 6:07:00 PM"
"arn:aws:iam::aws:policy/AWSDirectConnectFullAccess","0","2/6/15 12:40:07 PM","v2",,"True","/","0","ANPAJQF2QKZSK74KTIHOW","AWSDirectConnectFullAccess","8/15/18 12:39:19 PM"
"arn:aws:iam::aws:policy/AWSCodeBuildAdminAccess","0","12/1/16 1:04:44 PM","v6",,"True","/","0","ANPAJQJGIOIE3CD2TQXDS","AWSCodeBuildAdminAccess","11/15/18 3:21:56 PM"
"arn:aws:iam::aws:policy/AmazonKinesisAnalyticsFullAccess","0","9/21/16 2:01:14 PM","v1",,"True","/","0","ANPAJQOSKHTXP43R7P5AC","AmazonKinesisAnalyticsFullAccess","9/21/16 2:01:14 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSSecurityHubServiceRolePolicy","0","11/27/18 5:47:51 PM","v1",,"True","/aws-service-role/","0","ANPAJQPCESDDYDLLSOGYO","AWSSecurityHubServiceRolePolicy","11/27/18 5:47:51 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSElasticBeanstalkMaintenance","0","1/11/19 5:22:52 PM","v1",,"True","/aws-service-role/","0","ANPAJQPH22XGBH2VV2LSW","AWSElasticBeanstalkMaintenance","1/11/19 5:22:52 PM"
"arn:aws:iam::aws:policy/aws-service-role/APIGatewayServiceRolePolicy","0","10/20/17 12:23:10 PM","v3",,"True","/aws-service-role/","0","ANPAJQQDZNLDBF2ULTWK6","APIGatewayServiceRolePolicy","8/10/18 12:57:44 PM"
"arn:aws:iam::aws:policy/AWSAccountActivityAccess","0","2/6/15 12:41:18 PM","v1",,"True","/","0","ANPAJQRYCWMFX5J3E333K","AWSAccountActivityAccess","2/6/15 12:41:18 PM"
"arn:aws:iam::aws:policy/AmazonGlacierFullAccess","0","2/6/15 12:40:28 PM","v1",,"True","/","0","ANPAJQSTZJWB2AXXAKHVQ","AmazonGlacierFullAccess","2/6/15 12:40:28 PM"
"arn:aws:iam::aws:policy/AmazonFSxConsoleReadOnlyAccess","0","11/28/18 10:35:24 AM","v1",,"True","/","0","ANPAJQUISIZNHGLA6YQFM","AmazonFSxConsoleReadOnlyAccess","11/28/18 10:35:24 AM"
"arn:aws:iam::aws:policy/AmazonWorkMailFullAccess","0","2/6/15 12:40:41 PM","v5",,"True","/","0","ANPAJQVKNMT7SVATQ4AUY","AmazonWorkMailFullAccess","1/10/19 12:52:26 PM"
"arn:aws:iam::aws:policy/aws-service-role/DAXServiceRolePolicy","0","3/5/18 11:51:25 AM","v1",,"True","/aws-service-role/","0","ANPAJQWMGC67G4DWMREGM","DAXServiceRolePolicy","3/5/18 11:51:25 AM"
"arn:aws:iam::aws:policy/ComprehendMedicalFullAccess","0","11/27/18 11:55:52 AM","v1",,"True","/","0","ANPAJR5SUEX6PPJ3K4RAO","ComprehendMedicalFullAccess","11/27/18 11:55:52 AM"
"arn:aws:iam::aws:policy/AWSMarketplaceManageSubscriptions","0","2/6/15 12:40:32 PM","v1",,"True","/","0","ANPAJRDW2WIFN7QLUAKBQ","AWSMarketplaceManageSubscriptions","2/6/15 12:40:32 PM"
"arn:aws:iam::aws:policy/AWSElasticBeanstalkCustomPlatformforEC2Role","0","2/21/17 4:50:30 PM","v1",,"True","/","0","ANPAJRVFXSS6LEIQGBKDY","AWSElasticBeanstalkCustomPlatformforEC2Role","2/21/17 4:50:30 PM"
"arn:aws:iam::aws:policy/AWSDataSyncReadOnlyAccess","0","1/18/19 1:18:44 PM","v1",,"True","/","0","ANPAJRYVEZEDR7ZEAGYLY","AWSDataSyncReadOnlyAccess","1/18/19 1:18:44 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSVPCTransitGatewayServiceRolePolicy","0","11/26/18 10:21:17 AM","v1",,"True","/aws-service-role/","0","ANPAJS2PBJSYV2EZW3MIQ","AWSVPCTransitGatewayServiceRolePolicy","11/26/18 10:21:17 AM"
"arn:aws:iam::aws:policy/NeptuneReadOnlyAccess","0","5/30/18 2:16:37 PM","v1",,"True","/","0","ANPAJS5OQ5RXULC66WTGQ","NeptuneReadOnlyAccess","5/30/18 2:16:37 PM"
"arn:aws:iam::aws:policy/AWSSupportAccess","0","2/6/15 12:41:11 PM","v1",,"True","/","0","ANPAJSNKQX2OW67GF4S7E","AWSSupportAccess","2/6/15 12:41:11 PM"
"arn:aws:iam::aws:policy/service-role/AmazonElasticMapReduceforAutoScalingRole","0","11/17/16 7:09:10 PM","v1",,"True","/service-role/","0","ANPAJSVXG6QHPE6VHDZ4Q","AmazonElasticMapReduceforAutoScalingRole","11/17/16 7:09:10 PM"
"arn:aws:iam::aws:policy/AWSElementalMediaConvertReadOnly","0","6/25/18 2:25:14 PM","v1",,"True","/","0","ANPAJSXYOBSLJN3JEDO42","AWSElementalMediaConvertReadOnly","6/25/18 2:25:14 PM"
"arn:aws:iam::aws:policy/AWSLambdaInvocation-DynamoDB","0","2/6/15 12:40:47 PM","v1",,"True","/","0","ANPAJTHQ3EKCQALQDYG5G","AWSLambdaInvocation-DynamoDB","2/6/15 12:40:47 PM"
"arn:aws:iam::aws:policy/AWSServiceCatalogEndUserFullAccess","0","2/15/18 11:22:32 AM","v5",,"True","/","0","ANPAJTLLC4DGDMTZB54M4","AWSServiceCatalogEndUserFullAccess","2/5/19 8:00:22 PM"
"arn:aws:iam::aws:policy/IAMUserSSHKeys","0","7/9/15 12:08:54 PM","v1",,"True","/","0","ANPAJTSHUA4UXGXU7ANUA","IAMUserSSHKeys","7/9/15 12:08:54 PM"
"arn:aws:iam::aws:policy/service-role/AWSDeepRacerServiceRolePolicy","0","2/28/19 3:58:09 PM","v1",,"True","/service-role/","0","ANPAJTUAQLIAVBJ7LZ32S","AWSDeepRacerServiceRolePolicy","2/28/19 3:58:09 PM"
"arn:aws:iam::aws:policy/AmazonSageMakerReadOnly","0","11/29/17 7:07:09 AM","v5",,"True","/","0","ANPAJTZ2FTFCQ6CFLQA2O","AmazonSageMakerReadOnly","1/4/19 4:22:07 PM"
"arn:aws:iam::aws:policy/AWSIoTFullAccess","0","10/8/15 10:19:49 AM","v1",,"True","/","0","ANPAJU2FPGG6PQWN72V2G","AWSIoTFullAccess","10/8/15 10:19:49 AM"
"arn:aws:iam::aws:policy/service-role/AWSQuickSightDescribeRDS","0","11/10/15 5:24:50 PM","v1",,"True","/service-role/","0","ANPAJU5J6OAMCJD3OO76O","AWSQuickSightDescribeRDS","11/10/15 5:24:50 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSResourceAccessManagerServiceRolePolicy","0","11/14/18 1:28:28 PM","v1",,"True","/aws-service-role/","0","ANPAJU667A3V5UAXC4YNE","AWSResourceAccessManagerServiceRolePolicy","11/14/18 1:28:28 PM"
"arn:aws:iam::aws:policy/service-role/AWSConfigRulesExecutionRole","0","3/25/16 12:59:36 PM","v2",,"True","/service-role/","0","ANPAJUB3KIKTA4PU4OYAA","AWSConfigRulesExecutionRole","12/20/18 4:16:14 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSConfigServiceRolePolicy","0","5/30/18 6:31:46 PM","v10",,"True","/aws-service-role/","0","ANPAJUCWFHNZER665LLQQ","AWSConfigServiceRolePolicy","3/12/19 1:10:21 PM"
"arn:aws:iam::aws:policy/AmazonESReadOnlyAccess","0","10/1/15 2:18:24 PM","v2",,"True","/","0","ANPAJUDMRLOQ7FPAR46FQ","AmazonESReadOnlyAccess","10/2/18 10:32:56 PM"
"arn:aws:iam::aws:policy/AWSCodeDeployDeployerAccess","0","5/19/15 1:18:43 PM","v1",,"True","/","0","ANPAJUWEPOMGLMVXJAPUI","AWSCodeDeployDeployerAccess","5/19/15 1:18:43 PM"
"arn:aws:iam::aws:policy/aws-service-role/KafkaServiceRolePolicy","0","11/15/18 5:31:48 PM","v1",,"True","/aws-service-role/","0","ANPAJUXPRZ76MAP2EVQJU","KafkaServiceRolePolicy","11/15/18 5:31:48 PM"
"arn:aws:iam::aws:policy/AmazonPollyFullAccess","0","11/30/16 12:59:06 PM","v1",,"True","/","0","ANPAJUZOYQU6XQYPR7EWS","AmazonPollyFullAccess","11/30/16 12:59:06 PM"
"arn:aws:iam::aws:policy/service-role/AmazonSSMMaintenanceWindowRole","0","12/1/16 9:57:54 AM","v2",,"True","/service-role/","0","ANPAJV3JNYSTZ47VOXYME","AmazonSSMMaintenanceWindowRole","8/9/17 3:49:14 PM"
"arn:aws:iam::aws:policy/service-role/AmazonRDSEnhancedMonitoringRole","0","11/11/15 1:58:29 PM","v1",,"True","/service-role/","0","ANPAJV7BS425S4PTSSVGK","AmazonRDSEnhancedMonitoringRole","11/11/15 1:58:29 PM"
"arn:aws:iam::aws:policy/AmazonLexFullAccess","0","4/11/17 6:20:36 PM","v4",,"True","/","0","ANPAJVLXDHKVC23HRTKSI","AmazonLexFullAccess","11/15/17 5:55:07 PM"
"arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole","0","2/11/16 5:15:26 PM","v1",,"True","/service-role/","0","ANPAJVTME3YLVNL72YR2K","AWSLambdaVPCAccessExecutionRole","2/11/16 5:15:26 PM"
"arn:aws:iam::aws:policy/service-role/AmazonMacieServiceRole","0","8/14/17 9:53:26 AM","v1",,"True","/service-role/","0","ANPAJVV7PON3FPBL2PSGC","AmazonMacieServiceRole","8/14/17 9:53:26 AM"
"arn:aws:iam::aws:policy/AmazonLexRunBotsOnly","0","4/11/17 6:06:24 PM","v1",,"True","/","0","ANPAJVZGB5CM3N6YWJHBE","AmazonLexRunBotsOnly","4/11/17 6:06:24 PM"
"arn:aws:iam::aws:policy/AWSCertificateManagerPrivateCAAuditor","0","10/23/18 11:51:08 AM","v3",,"True","/","0","ANPAJW77VE4UEBJ4PEXEY","AWSCertificateManagerPrivateCAAuditor","3/14/19 12:17:38 PM"
"arn:aws:iam::aws:policy/AmazonSNSFullAccess","0","2/6/15 12:41:05 PM","v1",,"True","/","0","ANPAJWEKLCXXUNT2SOLSG","AmazonSNSFullAccess","2/6/15 12:41:05 PM"
"arn:aws:iam::aws:policy/AWSBackupAdminPolicy","0","1/18/19 8:34:31 PM","v2",,"True","/","0","ANPAJWFPFHACTI7XN6M2C","AWSBackupAdminPolicy","3/11/19 5:14:30 PM"
"arn:aws:iam::aws:policy/AmazonEKS_CNI_Policy","0","5/27/18 4:07:42 PM","v2",,"True","/","0","ANPAJWLAS474LDBXNNTM4","AmazonEKS_CNI_Policy","5/31/18 5:16:00 PM"
"arn:aws:iam::aws:policy/AWSServiceCatalogAdminFullAccess","0","2/15/18 11:19:40 AM","v5",,"True","/","0","ANPAJWLJU4BZ7AQUJSBVM","AWSServiceCatalogAdminFullAccess","2/5/19 7:57:54 PM"
"arn:aws:iam::aws:policy/service-role/AWSShieldDRTAccessPolicy","0","6/5/18 5:29:39 PM","v3",,"True","/service-role/","0","ANPAJWNCSZ4PARLO37VVY","AWSShieldDRTAccessPolicy","2/11/19 11:08:57 AM"
"arn:aws:iam::aws:policy/CloudSearchReadOnlyAccess","0","2/6/15 12:39:57 PM","v1",,"True","/","0","ANPAJWPLX7N7BCC3RZLHW","CloudSearchReadOnlyAccess","2/6/15 12:39:57 PM"
"arn:aws:iam::aws:policy/AWSGreengrassFullAccess","0","5/2/17 7:47:37 PM","v1",,"True","/","0","ANPAJWPV6OBK4QONH4J3O","AWSGreengrassFullAccess","5/2/17 7:47:37 PM"
"arn:aws:iam::aws:policy/NeptuneConsoleFullAccess","0","6/19/18 4:35:19 PM","v2",,"True","/","0","ANPAJWTD4ELX2KRNICUVQ","NeptuneConsoleFullAccess","11/6/18 3:19:54 PM"
"arn:aws:iam::aws:policy/AWSCloudFormationReadOnlyAccess","0","2/6/15 12:39:49 PM","v3",,"True","/","0","ANPAJWVBEE4I2POWLODLW","AWSCloudFormationReadOnlyAccess","2/6/19 4:16:02 PM"
"arn:aws:iam::aws:policy/AmazonRoute53FullAccess","0","2/6/15 12:40:54 PM","v4",,"True","/","0","ANPAJWVDLG5RPST6PHQ3A","AmazonRoute53FullAccess","12/20/18 3:42:00 PM"
"arn:aws:iam::aws:policy/service-role/AWSLambdaRole","0","2/6/15 12:41:28 PM","v1",,"True","/service-role/","0","ANPAJX4DPCRGTC4NFDUXI","AWSLambdaRole","2/6/15 12:41:28 PM"
"arn:aws:iam::aws:policy/service-role/AWSLambdaENIManagementAccess","0","12/5/16 6:37:27 PM","v1",,"True","/service-role/","0","ANPAJXAW2Q3KPTURUT2QC","AWSLambdaENIManagementAccess","12/5/16 6:37:27 PM"
"arn:aws:iam::aws:policy/AWSOpsWorksCloudWatchLogs","0","3/30/17 12:47:19 PM","v1",,"True","/","0","ANPAJXFIK7WABAY5CPXM4","AWSOpsWorksCloudWatchLogs","3/30/17 12:47:19 PM"
"arn:aws:iam::aws:policy/AmazonAppStreamReadOnlyAccess","0","2/6/15 12:40:10 PM","v2",,"True","/","0","ANPAJXIFDGB4VBX23DX7K","AmazonAppStreamReadOnlyAccess","12/7/16 3:00:06 PM"
"arn:aws:iam::aws:policy/AWSStepFunctionsFullAccess","0","1/11/17 3:51:32 PM","v1",,"True","/","0","ANPAJXKA6VP3UFBVHDPPA","AWSStepFunctionsFullAccess","1/11/17 3:51:32 PM"
"arn:aws:iam::aws:policy/aws-service-role/CloudTrailServiceRolePolicy","0","10/24/18 4:21:44 PM","v1",,"True","/aws-service-role/","0","ANPAJXQJ45EGU6U7NQBW4","CloudTrailServiceRolePolicy","10/24/18 4:21:44 PM"
"arn:aws:iam::aws:policy/AmazonInspectorReadOnlyAccess","0","10/7/15 12:08:01 PM","v3",,"True","/","0","ANPAJXQNTHTEJ2JFRN2SE","AmazonInspectorReadOnlyAccess","9/12/17 11:53:06 AM"
"arn:aws:iam::aws:policy/AWSOrganizationsReadOnlyAccess","0","11/6/18 2:32:38 PM","v1",,"True","/","0","ANPAJY5RQATUV77PEPVOM","AWSOrganizationsReadOnlyAccess","11/6/18 2:32:38 PM"
"arn:aws:iam::aws:policy/TranslateReadOnly","0","11/29/17 12:22:00 PM","v4",,"True","/","0","ANPAJYAMZMTQNWUDJKY2E","TranslateReadOnly","11/27/18 5:29:08 PM"
"arn:aws:iam::aws:policy/AWSCertificateManagerFullAccess","0","1/21/16 11:02:36 AM","v1",,"True","/","0","ANPAJYCHABBP6VQIVBCBQ","AWSCertificateManagerFullAccess","1/21/16 11:02:36 AM"
"arn:aws:iam::aws:policy/AWSDeepRacerCloudFormationAccessPolicy","0","2/28/19 3:59:49 PM","v1",,"True","/","0","ANPAJYG7FM75UF5CW5ICS","AWSDeepRacerCloudFormationAccessPolicy","2/28/19 3:59:49 PM"
"arn:aws:iam::aws:policy/AWSIoTEventsReadOnlyAccess","0","1/10/19 4:50:08 PM","v1",,"True","/","0","ANPAJYJFNAR7CN5JW52PG","AWSIoTEventsReadOnlyAccess","1/10/19 4:50:08 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSRoboMakerServicePolicy","0","11/26/18 12:30:08 AM","v1",,"True","/aws-service-role/","0","ANPAJYLVVUUQMAEEZ3ZNY","AWSRoboMakerServicePolicy","11/26/18 12:30:08 AM"
"arn:aws:iam::aws:policy/PowerUserAccess","0","2/6/15 12:39:47 PM","v3",,"True","/","0","ANPAJYRXTHIB4FOVS3ZXS","PowerUserAccess","11/14/17 4:39:11 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSApplicationAutoScalingCustomResourcePolicy","0","6/4/18 6:22:44 PM","v1",,"True","/aws-service-role/","0","ANPAJYTKXPX6DO32Z4XXA","AWSApplicationAutoScalingCustomResourcePolicy","6/4/18 6:22:44 PM"
"arn:aws:iam::aws:policy/GlobalAcceleratorReadOnlyAccess","0","11/26/18 8:41:00 PM","v1",,"True","/","0","ANPAJYXHGCVENJKQZRNGU","GlobalAcceleratorReadOnlyAccess","11/26/18 8:41:00 PM"
"arn:aws:iam::aws:policy/AmazonSageMakerFullAccess","0","11/29/17 7:07:59 AM","v9",,"True","/","0","ANPAJZ5IWYMXO5QDB4QOG","AmazonSageMakerFullAccess","1/4/19 4:07:11 PM"
"arn:aws:iam::aws:policy/aws-service-role/WAFLoggingServiceRolePolicy","0","8/24/18 4:05:47 PM","v1",,"True","/aws-service-role/","0","ANPAJZ7N545GUNUHNTYOM","WAFLoggingServiceRolePolicy","8/24/18 4:05:47 PM"
"arn:aws:iam::aws:policy/service-role/AWSBackupServiceRolePolicyForRestores","0","1/11/19 6:23:54 PM","v2",,"True","/service-role/","0","ANPAJZCCL6F2WPVOUXZKI","AWSBackupServiceRolePolicyForRestores","1/14/19 1:37:08 PM"
"arn:aws:iam::aws:policy/AWSElementalMediaStoreFullAccess","0","3/5/18 5:15:31 PM","v1",,"True","/","0","ANPAJZFYFW2QXSNK7OH6Y","AWSElementalMediaStoreFullAccess","3/5/18 5:15:31 PM"
"arn:aws:iam::aws:policy/CloudWatchEventsFullAccess","0","1/14/16 12:37:08 PM","v1",,"True","/","0","ANPAJZLOYLNHESMYOJAFU","CloudWatchEventsFullAccess","1/14/16 12:37:08 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSLicenseManagerMemberAccountRolePolicy","0","11/26/18 1:04:32 PM","v1",,"True","/aws-service-role/","0","ANPAJZTYEY2LEGBYAVUY4","AWSLicenseManagerMemberAccountRolePolicy","11/26/18 1:04:32 PM"
"arn:aws:iam::aws:policy/AWSOrganizationsFullAccess","0","11/6/18 2:31:57 PM","v1",,"True","/","0","ANPAJZXBNRCJKNLQHSB5M","AWSOrganizationsFullAccess","11/6/18 2:31:57 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy","1","4/19/18 1:04:44 PM","v4",,"False","/aws-service-role/","0","ANPAJ7W6266ELXF5MISDS","AWSSupportServiceRolePolicy","2/6/19 12:06:11 PM"
