"Arn","AttachmentCount","CreateDate","DefaultVersionId","Description","IsAttachable","Path","PermissionsBoundaryUsageCount","PolicyId","PolicyName","UpdateDate"
"arn:aws:iam::aws:policy/aws-service-role/DynamoDBReplicationServiceRolePolicy","0","11/9/17 5:55:34 PM","v3",,"True","/aws-service-role/","0","ANPAJCUNRXL4BWASNJED2","DynamoDBReplicationServiceRolePolicy","7/2/18 4:48:12 PM"
"arn:aws:iam::aws:policy/AmazonMechanicalTurkFullAccess","0","12/11/15 1:08:19 PM","v1",,"True","/","0","ANPAJDGCL5BET73H5QIQC","AmazonMechanicalTurkFullAccess","12/11/15 1:08:19 PM"
"arn:aws:iam::aws:policy/AmazonEC2ContainerRegistryPowerUser","0","12/21/15 11:05:33 AM","v2",,"True","/","0","ANPAJDNE5PIHROIBGGDDW","AmazonEC2ContainerRegistryPowerUser","10/11/16 5:28:07 PM"
"arn:aws:iam::aws:policy/AWSSSODirectoryReadOnly","0","10/31/18 6:49:32 PM","v1",,"True","/","0","ANPAJDPMQELJXZD2NC6JG","AWSSSODirectoryReadOnly","10/31/18 6:49:32 PM"
"arn:aws:iam::aws:policy/AmazonMachineLearningCreateOnlyAccess","0","4/9/15 12:18:09 PM","v2",,"True","/","0","ANPAJDRUNIC2RYAMAT3CK","AmazonMachineLearningCreateOnlyAccess","6/29/16 3:55:03 PM"
"arn:aws:iam::aws:policy/AmazonKinesisVideoStreamsReadOnlyAccess","0","12/1/17 5:14:32 PM","v1",,"True","/","0","ANPAJDS2DKUCYTEA7M6UA","AmazonKinesisVideoStreamsReadOnlyAccess","12/1/17 5:14:32 PM"
"arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess","0","2/6/15 12:39:59 PM","v7",,"True","/","0","ANPAJDU7KJADWBSEQ3E7S","AWSCloudTrailReadOnlyAccess","12/11/17 1:51:37 PM"
"arn:aws:iam::aws:policy/aws-service-role/WAFRegionalLoggingServiceRolePolicy","0","8/24/18 1:40:55 PM","v1",,"True","/aws-service-role/","0","ANPAJE43HAZMEH4CI6SU2","WAFRegionalLoggingServiceRolePolicy","8/24/18 1:40:55 PM"
"arn:aws:iam::aws:policy/AWSLambdaExecute","0","2/6/15 12:40:46 PM","v1",,"True","/","0","ANPAJE5FX7FQZSU5XAKGO","AWSLambdaExecute","2/6/15 12:40:46 PM"
"arn:aws:iam::aws:policy/AWSGlueConsoleSageMakerNotebookFullAccess","0","10/5/18 12:52:35 PM","v1",,"True","/","0","ANPAJELFOHJC42QS3ZSYY","AWSGlueConsoleSageMakerNotebookFullAccess","10/5/18 12:52:35 PM"
"arn:aws:iam::aws:policy/AmazonMSKFullAccess","0","1/14/19 4:07:52 PM","v1",,"True","/","0","ANPAJERQQQTWI5OMENTQE","AmazonMSKFullAccess","1/14/19 4:07:52 PM"
"arn:aws:iam::aws:policy/service-role/AWSIoTRuleActions","0","10/8/15 10:14:51 AM","v2",,"True","/service-role/","0","ANPAJEZ6FS7BUZVUHMOKY","AWSIoTRuleActions","1/16/18 1:28:19 PM"
"arn:aws:iam::aws:policy/AmazonEKSServicePolicy","0","5/27/18 4:08:21 PM","v3",,"True","/","0","ANPAJFCNXU6HPGCIVXYDI","AmazonEKSServicePolicy","2/26/19 3:01:48 PM"
"arn:aws:iam::aws:policy/service-role/AWSQuickSightDescribeRedshift","0","11/10/15 5:25:01 PM","v1",,"True","/service-role/","0","ANPAJFEM6MLSLTW4ZNBW2","AWSQuickSightDescribeRedshift","11/10/15 5:25:01 PM"
"arn:aws:iam::aws:policy/aws-service-role/AmazonElasticsearchServiceRolePolicy","0","7/6/17 7:15:31 PM","v2",,"True","/aws-service-role/","0","ANPAJFEWZPHXKLCVHEUIC","AmazonElasticsearchServiceRolePolicy","2/8/18 3:38:27 PM"
"arn:aws:iam::aws:policy/AmazonMQReadOnlyAccess","0","11/28/17 9:30:32 AM","v2",,"True","/","0","ANPAJFH3NKGULDUU66D5C","AmazonMQReadOnlyAccess","11/28/17 1:02:03 PM"
"arn:aws:iam::aws:policy/service-role/VMImportExportRoleForAWSConnector","0","9/3/15 3:48:59 PM","v1",,"True","/service-role/","0","ANPAJFLQOOJ6F5XNX4LAW","VMImportExportRoleForAWSConnector","9/3/15 3:48:59 PM"
"arn:aws:iam::aws:policy/AWSCodePipelineCustomActionAccess","0","7/9/15 12:02:54 PM","v1",,"True","/","0","ANPAJFW5Z32BTVF76VCYC","AWSCodePipelineCustomActionAccess","7/9/15 12:02:54 PM"
"arn:aws:iam::aws:policy/service-role/AWSLambdaSQSQueueExecutionRole","0","6/14/18 4:50:45 PM","v1",,"True","/service-role/","0","ANPAJFWJZI6JNND4TSELK","AWSLambdaSQSQueueExecutionRole","6/14/18 4:50:45 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSCloud9ServiceRolePolicy","0","11/30/17 7:44:08 AM","v2",,"True","/aws-service-role/","0","ANPAJFXGCBXQIZATFZ4YG","AWSCloud9ServiceRolePolicy","2/27/18 4:20:24 AM"
"arn:aws:iam::aws:policy/aws-service-role/AWSApplicationAutoscalingECSServicePolicy","0","10/25/17 6:53:08 PM","v1",,"True","/aws-service-role/","0","ANPAJFXLLV7AKH5PSFOYG","AWSApplicationAutoscalingECSServicePolicy","10/25/17 6:53:08 PM"
"arn:aws:iam::aws:policy/AWSOpsWorksInstanceRegistration","0","6/3/16 9:23:15 AM","v1",,"True","/","0","ANPAJG3LCPVNI4WDZCIMU","AWSOpsWorksInstanceRegistration","6/3/16 9:23:15 AM"
"arn:aws:iam::aws:policy/AmazonCloudDirectoryFullAccess","0","2/24/17 6:41:39 PM","v1",,"True","/","0","ANPAJG3XQK77ATFLCF2CK","AmazonCloudDirectoryFullAccess","2/24/17 6:41:39 PM"
"arn:aws:iam::aws:policy/service-role/AmazonECSTaskExecutionRolePolicy","0","11/16/17 12:48:22 PM","v1",,"True","/service-role/","0","ANPAJG4T4G4PV56DE72PY","AmazonECSTaskExecutionRolePolicy","11/16/17 12:48:22 PM"
"arn:aws:iam::aws:policy/AWSStorageGatewayFullAccess","0","2/6/15 12:41:09 PM","v1",,"True","/","0","ANPAJG5SSPAVOGK3SIDGU","AWSStorageGatewayFullAccess","2/6/15 12:41:09 PM"
"arn:aws:iam::aws:policy/AWSIoTEventsFullAccess","0","1/10/19 4:51:57 PM","v1",,"True","/","0","ANPAJGA726P7LVUWJZ2LM","AWSIoTEventsFullAccess","1/10/19 4:51:57 PM"
"arn:aws:iam::aws:policy/AmazonLexReadOnly","0","4/11/17 6:13:33 PM","v1",,"True","/","0","ANPAJGBI5LSMAJNDGBNAM","AmazonLexReadOnly","4/11/17 6:13:33 PM"
"arn:aws:iam::aws:policy/aws-service-role/TagPoliciesServiceRolePolicy","0","10/26/18 3:02:52 PM","v1",,"True","/aws-service-role/","0","ANPAJGGCZXCABSYJA7UBI","TagPoliciesServiceRolePolicy","10/26/18 3:02:52 PM"
"arn:aws:iam::aws:policy/AmazonChimeUserManagement","0","11/1/17 5:17:26 PM","v5",,"True","/","0","ANPAJGLHVUHNMQPSDGSOO","AmazonChimeUserManagement","12/19/18 3:29:09 PM"
"arn:aws:iam::aws:policy/AmazonMSKReadOnlyAccess","0","1/14/19 4:28:45 PM","v1",,"True","/","0","ANPAJGMUI3DP2EVP3VGYO","AmazonMSKReadOnlyAccess","1/14/19 4:28:45 PM"
"arn:aws:iam::aws:policy/AWSDataSyncFullAccess","0","1/18/19 1:40:36 PM","v1",,"True","/","0","ANPAJGOHCDUQULZJKDGT4","AWSDataSyncFullAccess","1/18/19 1:40:36 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSServiceRoleForIoTSiteWise","0","11/14/18 1:19:17 PM","v3",,"True","/aws-service-role/","0","ANPAJGQU4DZIQP6HLYQPE","AWSServiceRoleForIoTSiteWise","2/11/19 2:49:09 PM"
"arn:aws:iam::aws:policy/aws-service-role/CloudwatchApplicationInsightsServiceLinkedRolePolicy","0","12/1/18 10:22:12 AM","v1",,"True","/aws-service-role/","0","ANPAJH3SHQERZRQMQOQ44","CloudwatchApplicationInsightsServiceLinkedRolePolicy","12/1/18 10:22:12 AM"
"arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy","1","2/22/18 3:24:25 PM","v5",,"True","/aws-service-role/","0","ANPAJH4QJ2WMHBOB47BUE","AWSTrustedAdvisorServiceRolePolicy","1/22/19 1:58:36 PM"
"arn:aws:iam::aws:policy/AWSIoTConfigReadOnlyAccess","0","10/27/15 4:52:31 PM","v7",,"True","/","0","ANPAJHENEMXGX4XMFOIOI","AWSIoTConfigReadOnlyAccess","7/18/18 4:22:11 PM"
"arn:aws:iam::aws:policy/AmazonWorkMailReadOnlyAccess","0","2/6/15 12:40:42 PM","v2",,"True","/","0","ANPAJHF7J65E2QFKCWAJM","AmazonWorkMailReadOnlyAccess","12/4/18 7:40:28 AM"
"arn:aws:iam::aws:policy/service-role/AmazonDMSVPCManagementRole","0","11/18/15 10:33:19 AM","v3",,"True","/service-role/","0","ANPAJHKIGMBQI4AEFFSYO","AmazonDMSVPCManagementRole","5/23/16 11:29:57 AM"
"arn:aws:iam::aws:policy/service-role/AWSLambdaKinesisExecutionRole","0","4/9/15 10:14:16 AM","v2",,"True","/service-role/","0","ANPAJHOLKJPXV4GBRMJUQ","AWSLambdaKinesisExecutionRole","11/19/18 2:09:24 PM"
"arn:aws:iam::aws:policy/service-role/ComprehendDataAccessRolePolicy","0","3/6/19 4:28:15 PM","v1",,"True","/service-role/","0","ANPAJHSDRRKS2Z3MYUPQY","ComprehendDataAccessRolePolicy","3/6/19 4:28:15 PM"
"arn:aws:iam::aws:policy/AmazonDocDBConsoleFullAccess","0","1/9/19 2:37:28 PM","v1",,"True","/","0","ANPAJHV6VMSNDDHJ3ESNI","AmazonDocDBConsoleFullAccess","1/9/19 2:37:28 PM"
"arn:aws:iam::aws:policy/ResourceGroupsandTagEditorReadOnlyAccess","0","2/6/15 12:39:54 PM","v2",,"True","/","0","ANPAJHXQTPI5I5JKAIU74","ResourceGroupsandTagEditorReadOnlyAccess","3/7/19 1:43:17 PM"
"arn:aws:iam::aws:policy/service-role/AmazonRekognitionServiceRole","0","11/29/17 10:52:13 AM","v1",,"True","/service-role/","0","ANPAJI6Q3CUQAVBJ2CTE2","AmazonRekognitionServiceRole","11/29/17 10:52:13 AM"
"arn:aws:iam::aws:policy/service-role/AmazonSSMAutomationRole","0","12/5/16 4:09:55 PM","v5",,"True","/service-role/","0","ANPAJIBQCTBCXD2XRNB6W","AmazonSSMAutomationRole","7/24/17 6:29:12 PM"
"arn:aws:iam::aws:policy/aws-service-role/CloudHSMServiceRolePolicy","0","11/6/17 1:12:46 PM","v1",,"True","/aws-service-role/","0","ANPAJILYY7JP6JLMQG56I","CloudHSMServiceRolePolicy","11/6/17 1:12:46 PM"
"arn:aws:iam::aws:policy/ComprehendReadOnly","0","11/29/17 12:10:19 PM","v5",,"True","/","0","ANPAJIUV5K2YCHQBBAH7G","ComprehendReadOnly","11/19/18 7:54:51 PM"
"arn:aws:iam::aws:policy/AWSStepFunctionsConsoleFullAccess","0","1/11/17 3:54:31 PM","v2",,"True","/","0","ANPAJIYC52YWRX6OSMJWK","AWSStepFunctionsConsoleFullAccess","1/11/17 6:19:34 PM"
"arn:aws:iam::aws:policy/AWSQuickSightIoTAnalyticsAccess","0","11/29/17 11:00:54 AM","v1",,"True","/","0","ANPAJIZNDRUTKCN5HLZOE","AWSQuickSightIoTAnalyticsAccess","11/29/17 11:00:54 AM"
"arn:aws:iam::aws:policy/AWSCodeBuildReadOnlyAccess","0","12/1/16 1:03:41 PM","v3",,"True","/","0","ANPAJIZZWN6557F5HVP2K","AWSCodeBuildReadOnlyAccess","11/15/18 3:38:34 PM"
"arn:aws:iam::aws:policy/aws-service-role/LexBotPolicy","0","2/17/17 4:18:13 PM","v1",,"True","/aws-service-role/","0","ANPAJJ3NZRBBQKSESXXJC","LexBotPolicy","2/17/17 4:18:13 PM"
"arn:aws:iam::aws:policy/AmazonMacieFullAccess","0","8/14/17 9:54:30 AM","v2",,"True","/","0","ANPAJJF2N5FR6S5TZN5OA","AmazonMacieFullAccess","6/28/18 10:54:57 AM"
"arn:aws:iam::aws:policy/AmazonMachineLearningManageRealTimeEndpointOnlyAccess","0","4/9/15 12:32:41 PM","v1",,"True","/","0","ANPAJJL3PC3VCSVZP6OCI","AmazonMachineLearningManageRealTimeEndpointOnlyAccess","4/9/15 12:32:41 PM"
"arn:aws:iam::aws:policy/service-role/CloudWatchEventsInvocationAccess","0","1/14/16 12:36:33 PM","v1",,"True","/service-role/","0","ANPAJJXD6JKJLK2WDLZNO","CloudWatchEventsInvocationAccess","1/14/16 12:36:33 PM"
"arn:aws:iam::aws:policy/CloudFrontReadOnlyAccess","0","2/6/15 12:39:55 PM","v3",,"True","/","0","ANPAJJZMNYOTZCNQP36LG","CloudFrontReadOnlyAccess","1/21/16 11:03:28 AM"
"arn:aws:iam::aws:policy/service-role/AWSDeepLensServiceRolePolicy","0","11/29/17 9:46:36 AM","v5",,"True","/service-role/","0","ANPAJK2Z2S7FPJFCYGR72","AWSDeepLensServiceRolePolicy","6/7/18 4:25:01 PM"
"arn:aws:iam::aws:policy/service-role/AmazonSNSRole","0","2/6/15 12:41:30 PM","v1",,"True","/service-role/","0","ANPAJK5GQB7CIK7KHY2GA","AmazonSNSRole","2/6/15 12:41:30 PM"
"arn:aws:iam::aws:policy/aws-service-role/AmazonInspectorServiceRolePolicy","0","11/21/17 9:48:27 AM","v4",,"True","/aws-service-role/","0","ANPAJKBMSBWLU2TGXHHUQ","AmazonInspectorServiceRolePolicy","5/10/18 1:36:01 PM"
"arn:aws:iam::aws:policy/AmazonMobileAnalyticsFinancialReportAccess","0","2/6/15 12:40:35 PM","v1",,"True","/","0","ANPAJKJHO2R27TXKCWBU4","AmazonMobileAnalyticsFinancialReportAccess","2/6/15 12:40:35 PM"
"arn:aws:iam::aws:policy/service-role/AWSElasticBeanstalkService","0","4/11/16 3:27:23 PM","v15",,"True","/service-role/","0","ANPAJKQ5SN74ZQ4WASXBM","AWSElasticBeanstalkService","2/5/19 11:46:21 AM"
"arn:aws:iam::aws:policy/IAMReadOnlyAccess","0","2/6/15 12:40:39 PM","v4",,"True","/","0","ANPAJKSO7NDY4T57MWDSQ","IAMReadOnlyAccess","1/25/18 1:11:27 PM"
"arn:aws:iam::aws:policy/AmazonRDSReadOnlyAccess","0","2/6/15 12:40:53 PM","v3",,"True","/","0","ANPAJKTTTYV2IIHKLZ346","AmazonRDSReadOnlyAccess","8/28/17 4:36:32 PM"
"arn:aws:iam::aws:policy/service-role/AWSIoTDeviceDefenderAudit","0","7/18/18 4:17:40 PM","v1",,"True","/service-role/","0","ANPAJKUN6OAGIHZ66TRKO","AWSIoTDeviceDefenderAudit","7/18/18 4:17:40 PM"
"arn:aws:iam::aws:policy/AmazonCognitoPowerUser","0","3/24/15 12:14:56 PM","v2",,"True","/","0","ANPAJKW5H2HNCPGCYGR6Y","AmazonCognitoPowerUser","6/2/16 11:57:56 AM"
"arn:aws:iam::aws:policy/AmazonRoute53AutoNamingRegistrantAccess","0","3/12/18 5:33:20 PM","v1",,"True","/","0","ANPAJKXLG7EKP2O5SVZW6","AmazonRoute53AutoNamingRegistrantAccess","3/12/18 5:33:20 PM"
"arn:aws:iam::aws:policy/AmazonElasticFileSystemFullAccess","0","5/27/15 11:22:28 AM","v3",,"True","/","0","ANPAJKXTMNVQGIDNCKPBC","AmazonElasticFileSystemFullAccess","8/14/17 5:18:34 AM"
"arn:aws:iam::aws:policy/aws-service-role/LexChannelPolicy","0","2/17/17 5:23:24 PM","v1",,"True","/aws-service-role/","0","ANPAJKYEISPO63JTBJWPY","LexChannelPolicy","2/17/17 5:23:24 PM"
"arn:aws:iam::aws:policy/ServerMigrationConnector","0","10/24/16 4:45:56 PM","v1",,"True","/","0","ANPAJKZRWXIPK5HSG3QDQ","ServerMigrationConnector","10/24/16 4:45:56 PM"
"arn:aws:iam::aws:policy/AmazonESCognitoAccess","0","2/28/18 4:29:18 PM","v1",,"True","/","0","ANPAJL2FUMODIGNDPTZHO","AmazonESCognitoAccess","2/28/18 4:29:18 PM"
"arn:aws:iam::aws:policy/AWSFMAdminFullAccess","0","5/9/18 1:06:18 PM","v1",,"True","/","0","ANPAJLAGM5X6WSNPF4EAQ","AWSFMAdminFullAccess","5/9/18 1:06:18 PM"
"arn:aws:iam::aws:policy/AmazonChimeReadOnly","0","11/1/17 5:04:17 PM","v4",,"True","/","0","ANPAJLBFZZFABRXVWRTCI","AmazonChimeReadOnly","3/30/18 11:24:43 AM"
"arn:aws:iam::aws:policy/AmazonZocaloFullAccess","0","2/6/15 12:41:13 PM","v1",,"True","/","0","ANPAJLCDXYRINDMUXEVL6","AmazonZocaloFullAccess","2/6/15 12:41:13 PM"
"arn:aws:iam::aws:policy/AWSLambdaReadOnlyAccess","0","2/6/15 12:40:44 PM","v8",,"True","/","0","ANPAJLDG7J3CGUHFN4YN6","AWSLambdaReadOnlyAccess","9/6/18 1:04:54 PM"
"arn:aws:iam::aws:policy/AWSIoTSiteWiseReadOnlyAccess","0","12/4/18 2:55:11 PM","v1",,"True","/","0","ANPAJLHEAFKME2QL64WKK","AWSIoTSiteWiseReadOnlyAccess","12/4/18 2:55:11 PM"
"arn:aws:iam::aws:policy/AWSAccountUsageReportAccess","0","2/6/15 12:41:19 PM","v1",,"True","/","0","ANPAJLIB4VSBVO47ZSBB6","AWSAccountUsageReportAccess","2/6/15 12:41:19 PM"
"arn:aws:iam::aws:policy/service-role/AWSIoTOTAUpdate","0","12/20/17 2:36:53 PM","v1",,"True","/service-role/","0","ANPAJLJYWX53STBZFPUEY","AWSIoTOTAUpdate","12/20/17 2:36:53 PM"
"arn:aws:iam::aws:policy/AmazonMQFullAccess","0","11/28/17 9:28:29 AM","v4",,"True","/","0","ANPAJLKBROJNQYDDXOOGG","AmazonMQFullAccess","12/18/18 2:33:17 PM"
"arn:aws:iam::aws:policy/AWSMarketplaceGetEntitlements","0","3/27/17 2:37:24 PM","v1",,"True","/","0","ANPAJLPIMQE4WMHDC2K7C","AWSMarketplaceGetEntitlements","3/27/17 2:37:24 PM"
"arn:aws:iam::aws:policy/AWSGreengrassReadOnlyAccess","0","10/30/18 11:01:43 AM","v1",,"True","/","0","ANPAJLSKLXFVTQTZ5GY3I","AWSGreengrassReadOnlyAccess","10/30/18 11:01:43 AM"
"arn:aws:iam::aws:policy/service-role/AmazonEC2ContainerServiceforEC2Role","0","3/19/15 1:45:18 PM","v5",,"True","/service-role/","0","ANPAJLYJCVHC7TQHCSQDS","AmazonEC2ContainerServiceforEC2Role","5/17/17 6:09:13 PM"
"arn:aws:iam::aws:policy/AmazonAppStreamFullAccess","0","2/6/15 12:40:09 PM","v3",,"True","/","0","ANPAJLZZXU2YQVGL4QDNC","AmazonAppStreamFullAccess","9/10/18 12:29:25 PM"
"arn:aws:iam::aws:policy/AWSIoTDataAccess","0","10/27/15 4:51:18 PM","v2",,"True","/","0","ANPAJM2KI2UJDR24XPS2K","AWSIoTDataAccess","11/16/17 12:24:11 PM"
"arn:aws:iam::aws:policy/AmazonWorkLinkFullAccess","0","1/23/19 12:52:09 PM","v1",,"True","/","0","ANPAJM4ITL7TEVURHCQSY","AmazonWorkLinkFullAccess","1/23/19 12:52:09 PM"
"arn:aws:iam::aws:policy/AmazonTranscribeReadOnlyAccess","0","4/4/18 11:05:06 AM","v1",,"True","/","0","ANPAJM6JONISXCAZKFCAO","AmazonTranscribeReadOnlyAccess","4/4/18 11:05:06 AM"
"arn:aws:iam::aws:policy/AmazonESFullAccess","0","10/1/15 2:14:00 PM","v1",,"True","/","0","ANPAJM6ZTCU24QL5PZCGC","AmazonESFullAccess","10/1/15 2:14:00 PM"
"arn:aws:iam::aws:policy/service-role/ServerMigrationServiceRole","0","10/24/16 4:19:00 PM","v3",,"True","/service-role/","0","ANPAJMBH3M6BO63XFW2D4","ServerMigrationServiceRole","11/26/18 1:33:29 PM"
"arn:aws:iam::aws:policy/aws-service-role/ApplicationDiscoveryServiceContinuousExportServiceRolePolicy","0","8/9/18 3:22:01 PM","v2",,"True","/aws-service-role/","0","ANPAJMGMY3P6OEWOELRFE","ApplicationDiscoveryServiceContinuousExportServiceRolePolicy","8/13/18 5:31:21 PM"
"arn:aws:iam::aws:policy/AmazonSumerianFullAccess","0","4/24/18 3:14:16 PM","v1",,"True","/","0","ANPAJMGUENPB56MXVVGBE","AmazonSumerianFullAccess","4/24/18 3:14:16 PM"
"arn:aws:iam::aws:policy/AWSWAFFullAccess","0","10/6/15 3:44:00 PM","v2",,"True","/","0","ANPAJMIKIAFXZEGOLRH7C","AWSWAFFullAccess","12/7/16 3:33:25 PM"
"arn:aws:iam::aws:policy/ElasticLoadBalancingReadOnly","0","9/20/18 3:17:09 PM","v1",,"True","/","0","ANPAJMO7B7SNFLQ6HH736","ElasticLoadBalancingReadOnly","9/20/18 3:17:09 PM"
"arn:aws:iam::aws:policy/service-role/AWSArtifactAccountSync","0","4/10/18 6:04:33 PM","v1",,"True","/service-role/","0","ANPAJMVPXRWZJZWDTYDNC","AWSArtifactAccountSync","4/10/18 6:04:33 PM"
"arn:aws:iam::aws:policy/AmazonKinesisFirehoseFullAccess","0","10/7/15 1:45:26 PM","v1",,"True","/","0","ANPAJMZQMTZ7FRBFHHAHI","AmazonKinesisFirehoseFullAccess","10/7/15 1:45:26 PM"
"arn:aws:iam::aws:policy/CloudWatchReadOnlyAccess","0","2/6/15 12:40:01 PM","v3",,"True","/","0","ANPAJN23PDQP7SZQAE3QE","CloudWatchReadOnlyAccess","5/10/18 4:40:42 PM"
"arn:aws:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole","0","4/9/15 10:03:43 AM","v1",,"True","/service-role/","0","ANPAJNCQGXC42545SKXIK","AWSLambdaBasicExecutionRole","4/9/15 10:03:43 AM"
"arn:aws:iam::aws:policy/ResourceGroupsandTagEditorFullAccess","0","2/6/15 12:39:53 PM","v4",,"True","/","0","ANPAJNOS54ZFXN4T2Y34A","ResourceGroupsandTagEditorFullAccess","3/7/19 3:54:03 PM"
"arn:aws:iam::aws:policy/AWSKeyManagementServicePowerUser","0","2/6/15 12:40:40 PM","v2",,"True","/","0","ANPAJNPP7PPPPMJRV2SA4","AWSKeyManagementServicePowerUser","3/6/17 6:55:11 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSApplicationAutoscalingEC2SpotFleetRequestPolicy","0","10/25/17 1:23:27 PM","v1",,"True","/aws-service-role/","0","ANPAJNRH3VE3WW4Q4RDTU","AWSApplicationAutoscalingEC2SpotFleetRequestPolicy","10/25/17 1:23:27 PM"
"arn:aws:iam::aws:policy/AWSImportExportReadOnlyAccess","0","2/6/15 12:40:42 PM","v1",,"True","/","0","ANPAJNTV4OG52ESYZHCNK","AWSImportExportReadOnlyAccess","2/6/15 12:40:42 PM"
"arn:aws:iam::aws:policy/aws-service-role/CloudWatchEventsServiceRolePolicy","0","11/16/17 6:42:04 PM","v1",,"True","/aws-service-role/","0","ANPAJNVASSNSIDZIP4X7I","CloudWatchEventsServiceRolePolicy","11/16/17 6:42:04 PM"
"arn:aws:iam::aws:policy/service-role/AmazonElasticTranscoderRole","0","2/6/15 12:41:26 PM","v1",,"True","/service-role/","0","ANPAJNW3WMKVXFJ2KPIQ2","AmazonElasticTranscoderRole","2/6/15 12:41:26 PM"
"arn:aws:iam::aws:policy/AWSGlueConsoleFullAccess","0","8/14/17 8:37:39 AM","v12",,"True","/","0","ANPAJNZGDEOD7MISOVSVI","AWSGlueConsoleFullAccess","2/11/19 1:49:01 PM"
"arn:aws:iam::aws:policy/service-role/AmazonEC2ContainerServiceRole","0","4/9/15 11:14:19 AM","v2",,"True","/service-role/","0","ANPAJO53W2XHNACG7V77Q","AmazonEC2ContainerServiceRole","8/11/16 8:08:01 AM"
"arn:aws:iam::aws:policy/AWSDeviceFarmFullAccess","0","7/13/15 11:37:38 AM","v1",,"True","/","0","ANPAJO7KEDP4VYJPNT5UW","AWSDeviceFarmFullAccess","7/13/15 11:37:38 AM"
"arn:aws:iam::aws:policy/AmazonSSMReadOnlyAccess","0","5/29/15 12:44:19 PM","v1",,"True","/","0","ANPAJODSKQGGJTHRYZ5FC","AmazonSSMReadOnlyAccess","5/29/15 12:44:19 PM"
"arn:aws:iam::aws:policy/AWSStepFunctionsReadOnlyAccess","0","1/11/17 3:46:19 PM","v2",,"True","/","0","ANPAJONHB2TJQDJPFW5TM","AWSStepFunctionsReadOnlyAccess","11/10/17 4:03:49 PM"
"arn:aws:iam::aws:policy/AWSMarketplaceRead-only","0","2/6/15 12:40:31 PM","v2",,"True","/","0","ANPAJOOM6LETKURTJ3XZ2","AWSMarketplaceRead-only","7/31/18 6:24:24 PM"
"arn:aws:iam::aws:policy/aws-service-role/AWSApplicationAutoscalingDynamoDBTablePolicy","0","10/20/17 4:34:57 PM","v1",,"True","/aws-service-role/","0","ANPAJOVQMDI3JFCBW4LFO","AWSApplicationAutoscalingDynamoDBTablePolicy","10/20/17 4:34:57 PM"
"arn:aws:iam::aws:policy/AWSCodePipelineFullAccess","0","7/9/15 11:58:07 AM","v5",,"True","/","0","ANPAJP5LH77KSAT2KHQGG","AWSCodePipelineFullAccess","11/1/16 2:59:46 PM"
"arn:aws:iam::aws:policy/AWSCloud9User","0","11/30/17 10:16:17 AM","v3",,"True","/","0","ANPAJPFGFWQF67QVARP6U","AWSCloud9User","7/2/18 3:46:37 AM"
"arn:aws:iam::aws:policy/service-role/AWSGreengrassResourceAccessRolePolicy","0","2/14/17 3:17:24 PM","v5",,"True","/service-role/","0","ANPAJPKEIMB6YMXDEVRTM","AWSGreengrassResourceAccessRolePolicy","11/13/18 6:35:02 PM"
"arn:aws:iam::aws:policy/aws-service-role/AmazonMacieServiceRolePolicy","0","6/19/18 5:17:38 PM","v1",,"True","/aws-service-role/","0","ANPAJPLHONRH2HP2H6TNQ","AmazonMacieServiceRolePolicy","6/19/18 5:17:38 PM"
"arn:aws:iam::aws:policy/job-function/NetworkAdministrator","0","11/10/16 11:31:35 AM","v3",,"True","/job-function/","0","ANPAJPNMADZFJCVPJVZA2","NetworkAdministrator","12/13/18 1:43:41 PM"
"arn:aws:iam::aws:policy/AWSIoT1ClickFullAccess","0","5/11/18 5:10:14 PM","v1",,"True","/","0","ANPAJPQNJPDUDESCCAMIA","AWSIoT1ClickFullAccess","5/11/18 5:10:14 PM"
"arn:aws:iam::aws:policy/AmazonWorkSpacesApplicationManagerAdminAccess","0","4/9/15 9:03:18 AM","v1",,"True","/","0","ANPAJPRL4KYETIH7XGTSS","AmazonWorkSpacesApplicationManagerAdminAccess","4/9/15 9:03:18 AM"
"arn:aws:iam::aws:policy/AmazonDRSVPCManagement","0","9/1/15 7:09:20 PM","v1",,"True","/","0","ANPAJPXIBTTZMBEFEX6UA","AmazonDRSVPCManagement","9/1/15 7:09:20 PM"
"arn:aws:iam::aws:policy/aws-service-role/AmazonRedshiftServiceLinkedRolePolicy","0","9/18/17 2:19:45 PM","v2",,"True","/aws-service-role/","0","ANPAJPY2VXNRUYOY3SRZS","AmazonRedshiftServiceLinkedRolePolicy","9/25/17 4:20:15 PM"
"arn:aws:iam::aws:policy/AWSCertificateManagerPrivateCAReadOnly","0","10/23/18 11:57:04 AM","v2",,"True","/","0","ANPAJQAQT3WIXOXY7TD4A","AWSCertificateManagerPrivateCAReadOnly","3/14/19 12:17:21 PM"
"arn:aws:iam::aws:policy/AWSXrayFullAccess","0","12/1/16 12:30:55 PM","v1",,"True","/","0","ANPAJQBYG45NSJMVQDB2K","AWSXrayFullAccess","12/1/16 12:30:55 PM"
