"Name","SI","Handles","VM","WS","PM","NPM","Path","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"chrome","3407","37","726429696","84287488","0","0","/opt/google/chrome/chrome","System.Diagnostics.Process (chrome)",,"2.97",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","12441","0",,"False","3/14/19 8:09:27 AM",,"12441",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chrome","15","3407",,"System.Diagnostics.ProcessThreadCollection","37","726429696","726429696","False",,,,"84287488","84287488",,"System.Diagnostics.ProcessModule (chrome)","0","","True","00:00:00.9500000","00:00:02.9700000","00:00:02.0200000",,
"chrome","3407","37","724856832","81727488","0","0","/opt/google/chrome/chrome","System.Diagnostics.Process (chrome)",,"2.94",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","12452","0",,"False","3/14/19 8:09:28 AM",,"12452",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chrome","15","3407",,"System.Diagnostics.ProcessThreadCollection","37","724856832","724856832","False",,,,"81727488","81727488",,"System.Diagnostics.ProcessModule (chrome)","0","","True","00:00:00.9900000","00:00:02.9400000","00:00:01.9500000",,
"chrome","3407","37","737849344","91865088","0","0","/opt/google/chrome/chrome","System.Diagnostics.Process (chrome)",,"0.43",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","12466","0",,"False","3/14/19 8:09:28 AM",,"12466",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chrome","15","3407",,"System.Diagnostics.ProcessThreadCollection","37","737849344","737849344","False",,,,"91865088","91865088",,"System.Diagnostics.ProcessModule (chrome)","0","","True","00:00:00.1000000","00:00:00.4300000","00:00:00.3300000",,
"chrome","3407","39","759881728","94556160","0","0","/opt/google/chrome/chrome","System.Diagnostics.Process (chrome)",,"0.92",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","12480","0",,"False","3/14/19 8:09:29 AM",,"12480",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chrome","15","3407",,"System.Diagnostics.ProcessThreadCollection","39","759881728","759881728","False",,,,"94556160","94556160",,"System.Diagnostics.ProcessModule (chrome)","0","","True","00:00:00.1600000","00:00:00.9200000","00:00:00.7600000",,
"chrome","3407","40","759930880","100556800","0","0","/opt/google/chrome/chrome","System.Diagnostics.Process (chrome)",,"0.7",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","12492","0",,"False","3/14/19 8:09:30 AM",,"12492",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chrome","15","3407",,"System.Diagnostics.ProcessThreadCollection","40","759930880","759930880","False",,,,"100556800","100556800",,"System.Diagnostics.ProcessModule (chrome)","0","","True","00:00:00.1400000","00:00:00.7000000","00:00:00.5600000",,
"chrome","3407","38","787288064","115904512","0","0","/opt/google/chrome/chrome","System.Diagnostics.Process (chrome)",,"3.54",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","12532","0",,"False","3/14/19 8:09:43 AM",,"12532",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chrome","15","3407",,"System.Diagnostics.ProcessThreadCollection","38","787288064","787288064","False",,,,"115904512","115904512",,"System.Diagnostics.ProcessModule (chrome)","0","","True","00:00:00.6700000","00:00:03.5400000","00:00:02.8700000",,
"chrome","3407","62","1189793792","380715008","0","0","/opt/google/chrome/chrome","System.Diagnostics.Process (chrome)",,"193.68",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","13675","0",,"False","3/14/19 7:07:40 PM",,"13675",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chrome","15","3407",,"System.Diagnostics.ProcessThreadCollection","62","1189793792","1189793792","False",,,,"380715008","380715008",,"System.Diagnostics.ProcessModule (chrome)","0","","True","00:00:17.0400000","00:03:13.6800000","00:02:56.6400000",,
"chrome","3407","44","817762304","129064960","0","0","/opt/google/chrome/chrome","System.Diagnostics.Process (chrome)",,"20.64",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","13808","0",,"False","3/14/19 7:10:54 PM",,"13808",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chrome","15","3407",,"System.Diagnostics.ProcessThreadCollection","44","817762304","817762304","False",,,,"129064960","129064960",,"System.Diagnostics.ProcessModule (chrome)","0","","True","00:00:02.8900000","00:00:20.6400000","00:00:17.7500000",,
"chrome","3407","33","692826112","47308800","0","0","/opt/google/chrome/chrome","System.Diagnostics.Process (chrome)",,"0.11",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","13819","0",,"False","3/14/19 7:10:55 PM",,"13819",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chrome","15","3407",,"System.Diagnostics.ProcessThreadCollection","33","692826112","692826112","False",,,,"47308800","47308800",,"System.Diagnostics.ProcessModule (chrome)","0","","True","00:00:00.0200000","00:00:00.1100000","00:00:00.0900000",,
"chrome-gnome-sh","3407","10","408338432","29929472","0","0","/usr/bin/python3.7","System.Diagnostics.Process (chrome)",,"0.17",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7710","0",,"False","3/14/19 6:37:06 AM",,"7710",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chrome-gnome-sh","15","3407",,"System.Diagnostics.ProcessThreadCollection","10","408338432","408338432","False",,,,"29929472","29929472",,"System.Diagnostics.ProcessModule (python3.7)","0","","True","00:00:00.0200000","00:00:00.1700000","00:00:00.1500000",,
"chronyd","1022",,"82493440","3416064","0","0",,"System.Diagnostics.Process (systemd)",,"0.4",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1023","0",,"False","3/9/19 6:45:56 AM",,"1023",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","chronyd","15","1022",,"System.Diagnostics.ProcessThreadCollection",,"82493440","82493440","False",,,,"3416064","3416064",,,"0","","True","00:00:00.3000000","00:00:00.4000000","00:00:00.1000000",,
"code","3407","121","1644883968","168181760","0","0","/usr/share/code/code","System.Diagnostics.Process (gnome-shell)",,"288.24",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5562","0",,"False","3/13/19 9:34:30 PM",,"5562",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","code","15","3407",,"System.Diagnostics.ProcessThreadCollection","121","1644883968","1644883968","False",,,,"168181760","168181760",,"System.Diagnostics.ProcessModule (code)","0","","True","00:01:22.7700000","00:04:48.2400000","00:03:25.4700000",,
"code","3407","15","398450688","44212224","0","0","/usr/share/code/code","System.Diagnostics.Process (code)",,"0.06",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5569","0",,"False","3/13/19 9:34:30 PM",,"5569",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","code","15","3407",,"System.Diagnostics.ProcessThreadCollection","15","398450688","398450688","False",,,,"44212224","44212224",,"System.Diagnostics.ProcessModule (code)","0","","True","00:00:00.0200000","00:00:00.0600000","00:00:00.0400000",,
"code","3407","55","535977984","98328576","0","0","/usr/share/code/code","System.Diagnostics.Process (code)",,"339.65",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5614","0",,"False","3/13/19 9:34:31 PM",,"5614",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","code","15","3407",,"System.Diagnostics.ProcessThreadCollection","55","535977984","535977984","False",,,,"98328576","98328576",,"System.Diagnostics.ProcessModule (code)","0","","True","00:01:39.3000000","00:05:39.6500000","00:04:00.3500000",,
"code","3407","51","1203101696","134840320","0","0","/usr/share/code/code","System.Diagnostics.Process (code)",,"7.06",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5779","0",,"False","3/13/19 9:34:34 PM",,"5779",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","code","15","3407",,"System.Diagnostics.ProcessThreadCollection","51","1203101696","1203101696","False",,,,"134840320","134840320",,"System.Diagnostics.ProcessModule (code)","0","","True","00:00:01.1900000","00:00:07.0600000","00:00:05.8700000",,
"code","3407","95","2051317760","357687296","0","0","/usr/share/code/code","System.Diagnostics.Process (code)",,"776.83",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5812","0",,"False","3/13/19 9:34:53 PM",,"5812",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","code","15","3407",,"System.Diagnostics.ProcessThreadCollection","95","2051317760","2051317760","False",,,,"357687296","357687296",,"System.Diagnostics.ProcessModule (code)","0","","True","00:01:39.7500000","00:12:56.8300000","00:11:17.0800000",,
"code","3407","112","1053290496","179077120","0","0","/usr/share/code/code","System.Diagnostics.Process (code)",,"25.21",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5905","0",,"False","3/13/19 9:35:16 PM",,"5905",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","code","15","3407",,"System.Diagnostics.ProcessThreadCollection","112","1053290496","1053290496","False",,,,"179077120","179077120",,"System.Diagnostics.ProcessModule (code)","0","","True","00:00:04.3700000","00:00:25.2100000","00:00:20.8400000",,
"code","3407","92","8324829184","83595264","0","0","/usr/share/code/code","System.Diagnostics.Process (code)",,"9.78",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5906","0",,"False","3/13/19 9:35:16 PM",,"5906",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","code","15","3407",,"System.Diagnostics.ProcessThreadCollection","92","8324829184","-265105408","False",,,,"83595264","83595264",,"System.Diagnostics.ProcessModule (code)","0","","True","00:00:04.0200000","00:00:09.7800000","00:00:05.7600000",,
"code","3407","76","831012864","101523456","0","0","/usr/share/code/code","System.Diagnostics.Process (code)",,"7.09",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5942","0",,"False","3/13/19 9:35:17 PM",,"5942",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","code","15","3407",,"System.Diagnostics.ProcessThreadCollection","76","831012864","831012864","False",,,,"101523456","101523456",,"System.Diagnostics.ProcessModule (code)","0","","True","00:00:00.6600000","00:00:07.0900000","00:00:06.4300000",,
"code","3407","82","845127680","84766720","0","0","/usr/share/code/code","System.Diagnostics.Process (code)",,"1.13",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","13397","0",,"False","3/14/19 7:02:08 PM",,"13397",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","code","15","3407",,"System.Diagnostics.ProcessThreadCollection","82","845127680","845127680","False",,,,"84766720","84766720",,"System.Diagnostics.ProcessModule (code)","0","","True","00:00:00.1000000","00:00:01.1300000","00:00:01.0300000",,
"code","3407","92","818913280","58511360","0","0","/usr/share/code/code","System.Diagnostics.Process (code)",,"0.22",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","16189","0",,"False","3/14/19 7:35:49 PM",,"16189",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","code","15","3407",,"System.Diagnostics.ProcessThreadCollection","92","818913280","818913280","False",,,,"58511360","58511360",,"System.Diagnostics.ProcessModule (code)","0","","True","00:00:00.0400000","00:00:00.2200000","00:00:00.1800000",,
"colord","3210",,"687804416","12361728","0","0",,"System.Diagnostics.Process (systemd)",,"0.22",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3210","0",,"False","3/9/19 6:46:01 AM",,"3210",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","colord","15","3210",,"System.Diagnostics.ProcessThreadCollection",,"687804416","687804416","False",,,,"12361728","12361728",,,"0","","True","00:00:00.0400000","00:00:00.2200000","00:00:00.1800000",,
"cpuhp/0","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","13","0",,"False","3/9/19 6:45:49 AM",,"13",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","cpuhp/0","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"cpuhp/1","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","14","0",,"False","3/9/19 6:45:49 AM",,"14",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","cpuhp/1","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"cpuhp/2","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","19","0",,"False","3/9/19 6:45:49 AM",,"19",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","cpuhp/2","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"cpuhp/3","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","24","0",,"False","3/9/19 6:45:49 AM",,"24",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","cpuhp/3","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"crond","1465",,"222433280","3612672","0","0",,"System.Diagnostics.Process (systemd)",,"0.33",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1465","0",,"False","3/9/19 6:45:57 AM",,"1465",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","crond","15","1465",,"System.Diagnostics.ProcessThreadCollection",,"222433280","222433280","False",,,,"3612672","3612672",,,"0","","True","00:00:00.3100000","00:00:00.3300000","00:00:00.0200000",,
"crypto","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","38","-20",,"False","3/9/19 6:45:49 AM",,"38",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","crypto","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"cupsd","1410",,"245473280","10452992","0","0",,"System.Diagnostics.Process (systemd)",,"0.03",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1410","0",,"False","3/9/19 6:45:57 AM",,"1410",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","cupsd","15","1410",,"System.Diagnostics.ProcessThreadCollection",,"245473280","245473280","False",,,,"10452992","10452992",,,"0","","True","00:00:00.0200000","00:00:00.0300000","00:00:00.0100000",,
"dbus-daemon","904",,"20062208","8089600","0","0",,"System.Diagnostics.Process (systemd)",,"37.19",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","904","0",,"False","3/9/19 6:45:56 AM",,"904",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dbus-daemon","15","904",,"System.Diagnostics.ProcessThreadCollection",,"20062208","20062208","False",,,,"8089600","8089600",,,"0","","True","00:00:03.9400000","00:00:37.1900000","00:00:33.2500000",,
"dbus-daemon","2161",,"84234240","5652480","0","0",,"System.Diagnostics.Process (systemd)",,"0.18",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2161","0",,"False","3/9/19 6:45:58 AM",,"2161",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dbus-daemon","15","2161",,"System.Diagnostics.ProcessThreadCollection",,"84234240","84234240","False",,,,"5652480","5652480",,,"0","","True","00:00:00.1000000","00:00:00.1800000","00:00:00.0800000",,
"dbus-daemon","2437",,"83705856","4874240","0","0",,"System.Diagnostics.Process (at-spi-bus-laun)",,"0.03",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2458","0",,"False","3/9/19 6:45:59 AM",,"2458",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dbus-daemon","15","2437",,"System.Diagnostics.ProcessThreadCollection",,"83705856","83705856","False",,,,"4874240","4874240",,,"0","","True","00:00:00.0200000","00:00:00.0300000","00:00:00.0100000",,
"dbus-daemon","3401","82","85618688","7061504","0","0","/usr/bin/dbus-daemon","System.Diagnostics.Process (systemd)",,"8.12",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3401","0",,"False","3/9/19 6:46:12 AM",,"3401",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dbus-daemon","15","3401",,"System.Diagnostics.ProcessThreadCollection","82","85618688","85618688","False",,,,"7061504","7061504",,"System.Diagnostics.ProcessModule (dbus-daemon)","0","","True","00:00:01.8600000","00:00:08.1200000","00:00:06.2600000",,
"dbus-daemon","3483","27","83976192","5271552","0","0","/usr/bin/dbus-daemon","System.Diagnostics.Process (at-spi-bus-laun)",,"1.97",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3489","0",,"False","3/9/19 6:46:13 AM",,"3489",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dbus-daemon","15","3483",,"System.Diagnostics.ProcessThreadCollection","27","83976192","83976192","False",,,,"5271552","5271552",,"System.Diagnostics.ProcessModule (dbus-daemon)","0","","True","00:00:00.4200000","00:00:01.9700000","00:00:01.5500000",,
"dconf-service","2161",,"159453184","5472256","0","0",,"System.Diagnostics.Process (systemd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3248","0",,"False","3/9/19 6:46:01 AM",,"3248",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dconf-service","15","2161",,"System.Diagnostics.ProcessThreadCollection",,"159453184","159453184","False",,,,"5472256","5472256",,,"0","","True","00:00:00.0100000","00:00:00.0100000","00:00:00",,
"dconf-service","3401","7","159858688","5926912","0","0","/usr/libexec/dconf-service","System.Diagnostics.Process (systemd)",,"0.49",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3580","0",,"False","3/9/19 6:46:15 AM",,"3580",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dconf-service","15","3401",,"System.Diagnostics.ProcessThreadCollection","7","159858688","159858688","False",,,,"5926912","5926912",,"System.Diagnostics.ProcessModule (dconf-service)","0","","True","00:00:00.1000000","00:00:00.4900000","00:00:00.3900000",,
"devfreq_wq","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","45","-20",,"False","3/9/19 6:45:49 AM",,"45",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","devfreq_wq","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"dhclient","1338",,"16236544","9834496","0","0",,"System.Diagnostics.Process (NetworkManager)",,"0.02",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","13121","0",,"False","3/14/19 6:57:57 PM",,"13121",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dhclient","15","1338",,"System.Diagnostics.ProcessThreadCollection",,"16236544","16236544","False",,,,"9834496","9834496",,,"0","","True","00:00:00.0100000","00:00:00.0200000","00:00:00.0100000",,
"dm_bufio_cache","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","161","-20",,"False","3/9/19 6:45:50 AM",,"161",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","dm_bufio_cache","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"dnsmasq","2664",,"10113024","2076672","0","0",,"System.Diagnostics.Process (systemd)",,"0.05",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2666","0",,"False","3/9/19 6:45:59 AM",,"2666",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dnsmasq","15","2664",,"System.Diagnostics.ProcessThreadCollection",,"10113024","10113024","False",,,,"2076672","2076672",,,"0","","True","00:00:00.0500000","00:00:00.0500000","00:00:00",,
"dnsmasq","2664",,"10084352","434176","0","0",,"System.Diagnostics.Process (dnsmasq)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2667","0",,"False","3/9/19 6:45:59 AM",,"2667",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dnsmasq","15","2664",,"System.Diagnostics.ProcessThreadCollection",,"10084352","10084352","False",,,,"434176","434176",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"docker-containe","1437",,"1250013184","10125312","0","0",,"System.Diagnostics.Process (systemd)",,"44.34",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1437","0",,"False","3/9/19 6:45:57 AM",,"1437",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","docker-containe","15","1437",,"System.Diagnostics.ProcessThreadCollection",,"1250013184","1250013184","False",,,,"10125312","10125312",,,"0","","True","00:00:12.6300000","00:00:44.3400000","00:00:31.7100000",,
"dockerd-current","1822",,"1286070272","39972864","0","0",,"System.Diagnostics.Process (systemd)",,"70.66",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1822","0",,"False","3/9/19 6:45:58 AM",,"1822",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","dockerd-current","15","1822",,"System.Diagnostics.ProcessThreadCollection",,"1286070272","1286070272","False",,,,"39972864","39972864",,,"0","","True","00:00:29.5500000","00:01:10.6600000","00:00:41.1100000",,
"edac-poller","0",,"0","0","0","0",,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","44","-20",,"False","3/9/19 6:45:49 AM",,"44",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","edac-poller","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","00:00:00","00:00:00","00:00:00",,
"evolution-addre","3882","13","1126461440","53571584","0","0","/usr/libexec/evolution-addressbook-factory","System.Diagnostics.Process (systemd)",,"0.55",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3882","0",,"False","3/9/19 6:46:16 AM",,"3882",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","evolution-addre","15","3882",,"System.Diagnostics.ProcessThreadCollection","13","1126461440","1126461440","False",,,,"53571584","53571584",,"System.Diagnostics.ProcessModule (evolution-addressbook-factory)","0","","True","00:00:00.0800000","00:00:00.5500000","00:00:00.4700000",,
"evolution-alarm","3407","15","1004756992","62459904","0","0","/usr/libexec/evolution-data-server/evolution-alarm-notify","System.Diagnostics.Process (gnome-session-b)",,"0.66",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3781","0",,"False","3/9/19 6:46:16 AM",,"3781",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","evolution-alarm","15","3407",,"System.Diagnostics.ProcessThreadCollection","15","1004756992","1004756992","False",,,,"62459904","62459904",,"System.Diagnostics.ProcessModule (evolution-alarm-notify)","0","","True","00:00:00.1400000","00:00:00.6600000","00:00:00.5200000",,
